#SEED: 0.11678309738636017
SAT0,20.3284926360963,-70.50254255519116,314.86580836668685
SAT1,65.88680009302874,-99.84489863277838,354.00745308293364
SAT2,29.04282463466356,-12.63584681814595,670.669622269691
SAT3,-67.87092139982015,-147.38196012825486,445.367644922821
SAT4,-0.2482403462513929,-79.7466828226966,581.059148430825
SAT5,-17.17864668113957,119.693429045666,530.7982752605288
SAT6,3.5815831263189892,132.87959348766816,584.1475157213904
SAT7,-52.761756299249505,-89.04298000123346,463.5857219686983
SAT8,18.18494970157265,166.82162328105312,330.84746576129083
SAT9,39.391077156014376,31.934141301634696,378.4190724377537
SAT10,-41.2649620433933,-57.05122542994215,437.7569100917426
SAT11,-58.804283082805156,62.33122288956213,560.1951897968988
SAT12,35.84461940684497,140.66410514823184,425.17082572531734
SAT13,-85.58565037930066,-2.6058761682225793,413.5099240999485
SAT14,-40.85628677127615,66.16926296334668,365.7459790405685
SAT15,61.64165108319693,1.1045748479941153,563.2151881384057
SAT16,-73.65009535798848,-104.67780095728035,605.4645544798468
SAT17,15.319164052179019,-171.5378827418179,513.3396588622445
SAT18,-47.41521633432961,104.221132574688,515.5914924676881
SAT19,-71.16372582905223,-7.6910186993746095,469.8521784631049
ROUTE,18.24392250920971,157.94348290478996,-54.170447817081964,-153.58234267985785
