#SEED: 0.7986120979767293
SAT0,38.65386166084542,151.39086718622906,417.7791651863371
SAT1,71.97163662293164,132.54337868452285,427.7770025603443
SAT2,-24.124508576660162,30.939700844414347,385.2830510474853
SAT3,14.317155263652708,132.55160294436098,651.3660737457478
SAT4,-59.65536326671515,55.88851530881939,510.91161744742124
SAT5,-58.257959176675485,-10.608967328212373,544.2514311086685
SAT6,-79.52721456615596,123.99643863252771,585.2149476503223
SAT7,-65.67306683892096,105.05639886970755,588.8299653004472
SAT8,-25.926799984288664,-118.28182532677911,301.13705205030817
SAT9,8.101633658631854,84.84540594991978,662.6188153365962
SAT10,70.9250006209243,3.852147652857724,539.5147599790957
SAT11,-0.46619396995873785,-86.59730933597952,313.46820995973076
SAT12,64.83736831730758,-24.312512610584548,577.0678098379822
SAT13,-67.90238543519254,-140.2427469387145,474.1145955042025
SAT14,60.44286244849832,179.42930694392163,502.5105723615237
SAT15,-81.98232684050068,-66.13281292293034,378.71144563616525
SAT16,-4.03432077163788,42.37668674358321,519.737224591009
SAT17,-13.211495150735374,171.86031405512358,612.9523616055042
SAT18,17.6562167145279,-103.73705459901811,381.54784995336377
SAT19,-50.88076973133897,-90.54060725086535,494.3829579006401
ROUTE,-48.276574400609334,-153.76306446302294,41.52180714836405,133.9868547089588
